GenBank_ID	NCBI_taxid	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species	In_default_rep_db
NC_077536	390494	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_bongardiana	FALSE
NC_077535	403827	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_brachypoda	FALSE
NC_060689	626671	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_brevifolia	FALSE
NC_077534	47643	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_frutex	FALSE
NC_056974	3064095	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_halodendron	FALSE
NC_035229	220689	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_korshinskii	FALSE
NC_035228	1641311	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_kozlowii	FALSE
NC_077533	390497	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_leucophloea	FALSE
NC_077532	2764620	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_liouana	FALSE
NC_032691	220690	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_microphylla	FALSE
NC_073541	390498	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_opulens	FALSE
NC_077531	390499	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_pruinosa	FALSE
NC_077530	390500	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_purdomii	FALSE
NC_058649	210416	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_roborovskyi	FALSE
NC_077529	390501	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_rosea	FALSE
NC_039932	2051892	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_rosea	FALSE
NC_061178	403832	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_sinica	FALSE
NC_082436	626692	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_spinosa	FALSE
NC_057610	390502	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_stenophylla	FALSE
NC_083913	626695	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_tangutica	FALSE
NC_073542	390503	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_tibetica	FALSE
NC_077528	390504	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_tragacanthoides	FALSE
NC_081909	575199	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Caragana	Caragana_turkestanica	FALSE
NC_035957	99010	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Carmichaelia	Carmichaelia_australis	TRUE
NC_047376	1268648	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cassia	Cassia_brewsteri	TRUE
NC_065246	53852	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cassia	Cassia_fistula	FALSE
NC_047360	1234621	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cenostigma	Cenostigma_pyramidale	TRUE
NC_067527	500182	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Centrolobium	Centrolobium_tomentosum	TRUE
NC_067530	2981240	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Centrosema	Centrosema_coriaceum	TRUE
NC_057278	185703	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Centrosema	Centrosema_pubescens	FALSE
NC_026678	20340	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ceratonia	Ceratonia_siliqua	TRUE
NC_047061	20340	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ceratonia	Ceratonia_siliqua	FALSE
NC_046396	49801	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cercis	Cercis_canadensis	TRUE
NC_036762	161753	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cercis	Cercis_glabra	FALSE
NC_047400	948715	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Chamaecrista	Chamaecrista_mimosoides	TRUE
NC_060991	228517	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cheniella	Cheniella_didyma	FALSE
NC_066492	228538	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cheniella	Cheniella_touranensis	FALSE
NC_063688	1844621	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Chesneya	Chesneya_acaulis	TRUE
NC_053893	587866	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Christia	Christia_vespertilionis	TRUE
NC_011163	3827	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cicer	Cicer_arietinum	TRUE
NC_058316	2614457	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cladrastis	Cladrastis_yungchunii	TRUE
NC_067532	2983343	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cleobulia	Cleobulia_coccinea	TRUE
NC_067531	1089623	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Clitoria	Clitoria_mariana	TRUE
NC_047365	43366	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Clitoria	Clitoria_ternatea	FALSE
NC_047388	162715	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Colophospermum	Colophospermum_mopane	TRUE
NC_045295	191917	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Colvillea	Colvillea_racemosa	TRUE
NC_047319	191919	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Conzattia	Conzattia_multiflora	TRUE
NC_047322	327148	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Copaifera	Copaifera_officinalis	TRUE
NC_086598	1641267	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Corethrodendron	Corethrodendron_fruticosum	TRUE
NC_069301	1402425	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Corethrodendron	Corethrodendron_multijugum	FALSE
NC_047340	1125162	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Coulteria	Coulteria_platyloba	TRUE
NC_067544	168535	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Coursetia	Coursetia_rostrata	TRUE
NC_067534	252530	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cratylia	Cratylia_mollis	TRUE
NC_061361	1127379	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Crotalaria	Crotalaria_albida	TRUE
NC_053562	3830	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Crotalaria	Crotalaria_pallida	FALSE
NC_036743	2060074	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Crudia	Crudia_harmsiana	TRUE
NC_042700	429560	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cullen	Cullen_corylifolium	TRUE
NC_037714	3832	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cyamopsis	Cyamopsis_tetragonoloba	TRUE
NC_047314	241839	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cynometra	Cynometra_iripa	TRUE
NC_047333	2806813	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cynometra	Cynometra_lenticellata	FALSE
NC_047332	162730	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cynometra	Cynometra_ramiflora	FALSE
NC_057443	1457503	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dahlstedtia	Dahlstedtia_araripensis	TRUE
NC_067536	62116	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dahlstedtia	Dahlstedtia_pinnata	FALSE
NC_049048	705301	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_armata	TRUE
NC_062094	698352	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_assamica	FALSE
NC_058538	2696680	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_bariensis	FALSE
NC_062096	1353438	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_benthamii	FALSE
NC_062098	1353443	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_candenatensis	FALSE
NC_049046	1353446	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_cearensis	FALSE
NC_049047	2739820	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_chlorocarpa	FALSE
NC_058539	106130	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_cochinchinensis	FALSE
NC_044117	862910	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_cultrata	FALSE
NC_049044	450026	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_frutescens	FALSE
NC_036961	1544808	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_hainanensis	FALSE
NC_062095	499994	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_hancei	FALSE
NC_058536	53863	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_hupeana	FALSE
NC_049049	1353464	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_martinii	FALSE
NC_062097	2916644	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_millettii	FALSE
NC_063304	3085985	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_millettii	FALSE
NC_058537	450028	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_nigra	FALSE
NC_049045	1237534	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_obovata	FALSE
NC_063303	698354	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_obtusifolia	FALSE
NC_049008	499988	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_odorifera	FALSE
NC_072935	3033941	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_oligophylla	FALSE
NC_053827	1030150	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_oliveri	FALSE
NC_049043	107308	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_sissoo	FALSE
NC_049007	616996	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_tonkinensis	FALSE
NC_087723	2986521	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_tsoi	FALSE
NC_049050	2739821	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_vietnamensis	FALSE
NC_049009	1661389	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dalbergia	Dalbergia_yunnanensis	FALSE
NC_047345	162734	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Daniellia	Daniellia_ogea	TRUE
NC_036744	1971661	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Daniellia	Daniellia_pilosa	FALSE
NC_057444	271794	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Decorsea	Decorsea_schlechteri	TRUE
NC_047368	72433	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Delonix	Delonix_regia	TRUE
NC_057445	185705	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dendrolobium	Dendrolobium_lanceolatum	TRUE
NC_047349	149639	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dermatophyllum	Dermatophyllum_secundiflorum	TRUE
NC_057446	2810186	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Derris	Derris_harrowiana	TRUE
NC_047326	1237535	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dialium	Dialium_schlechteri	TRUE
NC_035346	196665	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dichrostachys	Dichrostachys_cinerea	TRUE
NC_067513	54988	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dipteryx	Dipteryx_alata	TRUE
NC_047342	149693	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Diptychandra	Diptychandra_aurantiaca	TRUE
NC_051954	162759	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Distemonanthus	Distemonanthus_benthamianus	TRUE
NC_067542	1993800	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dolichopsis	Dolichopsis_monticola	TRUE
NC_057447	1888364	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dolichos	Dolichos_falciformis	TRUE
NC_057448	2810187	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dunbaria	Dunbaria_nivea	TRUE
NC_047346	508915	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Duparquetia	Duparquetia_orchidacea	TRUE
NC_047341	225114	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Dussia	Dussia_macroprophyllata	TRUE
NC_056278	228658	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Echinosophora	Echinosophora_koreensis	TRUE
NC_073582	489316	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Entada	Entada_phaseoloides	TRUE
NC_057449	1993611	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Eriosema	Eriosema_crinitum	TRUE
NC_057450	49817	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	Erythrina_crista-galli	TRUE
NC_067539	1620053	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	Erythrina_herbacea	FALSE
NC_080990	2590719	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrina	Erythrina_sandwicensis	FALSE
NC_041164	568080	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrophleum	Erythrophleum_fordii	TRUE
NC_047374	162772	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrophleum	Erythrophleum_suaveolens	FALSE
NC_047361	162704	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrostemon	Erythrostemon_calycinus	TRUE
NC_045296	191891	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Erythrostemon	Erythrostemon_gilliesii	FALSE
NC_047352	256639	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Euchresta	Euchresta_japonica	TRUE
NC_067522	248520	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Eysenhardtia	Eysenhardtia_texana	TRUE
NC_035347	138055	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Faidherbia	Faidherbia_albida	TRUE
NC_047364	468142	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Falcataria	Falcataria_moluccana	TRUE
NC_065865	520843	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia_macrophylla	TRUE
NC_065863	1603725	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia_prostrata	FALSE
NC_086853	1712205	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Flemingia	Flemingia_stricta	FALSE
NC_051885	47101	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Galega	Galega_officinalis	TRUE
NC_069214	47654	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Galega	Galega_orientalis	FALSE
NC_047375	49825	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Genista	Genista_tinctoria	TRUE
NC_070140	66092	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gleditsia	Gleditsia_fera	TRUE
NC_047281	66093	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gleditsia	Gleditsia_japonica	FALSE
NC_070139	3054220	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gleditsia	Gleditsia_japonica	FALSE
NC_047369	66094	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gleditsia	Gleditsia_microphylla	FALSE
NC_047282	66096	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gleditsia	Gleditsia_sinensis	FALSE
NC_021647	48924	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_canescens	TRUE
NC_021645	45689	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_cyrtoloba	FALSE
NC_021648	82538	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_dolichocarpa	FALSE
NC_021649	45690	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_falcata	FALSE
NC_007942	3847	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_max	FALSE
NC_022868	3848	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_soja	FALSE
NC_030329	1177209	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_soja	FALSE
NC_021646	96944	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_stenophita	FALSE
NC_021650	713886	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_syndetika	FALSE
NC_021636	44015	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine_tomentella	FALSE
NC_065140	2817249	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_alaschanica	TRUE
NC_048509	74709	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_aspera	FALSE
NC_065141	46348	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_echinata	FALSE
NC_024038	49827	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_glabra	FALSE
NC_046414	2714159	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_glabra_x_Glycyrrhiza_uralensis	FALSE
NC_065142	2817250	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_gobica	FALSE
NC_065143	2817251	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_gontscharovii	FALSE
NC_042146	74614	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_inflata	FALSE
NC_065145	2755596	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_korshinskyi	FALSE
NC_034229	47080	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_lepidota	FALSE
NC_062051	74859	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_pallidiflora	FALSE
NC_072665	2731867	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_squamulosa	FALSE
NC_047343	74613	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_uralensis	FALSE
NC_077552	912971	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_yunnanensis	FALSE
NC_065144	2817252	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycyrrhiza	Glycyrrhiza_zaissanica	FALSE
NC_047394	162783	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Goniorrhachis	Goniorrhachis_marginata	TRUE
NC_047331	2723573	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Goodia	Goodia_macrocarpa	TRUE
NC_037763	3850	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Griffonia	Griffonia_simplicifolia	TRUE
NC_044113	499991	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Grona	Grona_heterocarpos	TRUE
NC_046791	648866	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Grona	Grona_styracifolia	FALSE
NC_080966	670328	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Grona	Grona_triflora	FALSE
NC_085784	714474	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gueldenstaedtia	Gueldenstaedtia_verna	TRUE
NC_036742	2060075	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Guibourtia	Guibourtia_leonensis	TRUE
NC_047380	191881	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Guilandina	Guilandina_bonduc	TRUE
NC_056137	66097	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gymnocladus	Gymnocladus_chinensis	TRUE
NC_070141	53883	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Gymnocladus	Gymnocladus_dioicus	FALSE
NC_047060	191923	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Haematoxylum	Haematoxylum_brasiletto	TRUE
NC_026679	191923	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Haematoxylum	Haematoxylum_brasiletto	FALSE
NC_057452	2044327	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hanslia	Hanslia_ormocarpoides	TRUE
NC_057453	53885	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hardenbergia	Hardenbergia_violacea	TRUE
NC_047398	3089646	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Havardia	Havardia_acatlensis	TRUE
NC_052910	157659	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Haymondia	Haymondia_wallichii	TRUE
NC_083915	1641279	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_campylocarpon	TRUE
NC_083916	1641281	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_citrinum	FALSE
NC_087910	2906541	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_drobovii	FALSE
NC_087909	2710877	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_flavescens	FALSE
NC_087911	1402432	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_lehmannianum	FALSE
NC_083917	1641289	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_longigynophorum	FALSE
NC_047344	1641295	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_semenovii	FALSE
NC_046493	1641298	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_taipeicum	FALSE
NC_083918	1641302	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hedysarum	Hedysarum_xizangense	FALSE
NC_067519	53888	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Holocalyx	Holocalyx_balansae	TRUE
NC_047370	670325	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Huangtcia	Huangtcia_renifolia	TRUE
NC_066083	20676	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hymenaea	Hymenaea_courbaril	TRUE
NC_047323	20679	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hymenaea	Hymenaea_verrucosa	FALSE
NC_079826	198854	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_amblyantha	TRUE
NC_070249	198858	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_argentea	FALSE
NC_079829	539025	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_atropurpurea	FALSE
NC_083919	1621226	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_bracteata	FALSE
NC_079830	1621227	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_bungeana	FALSE
NC_079831	595571	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_carlesii	FALSE
NC_079832	539045	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_cassioides	FALSE
NC_079841	3025157	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_caudata	FALSE
NC_079833	198869	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_decora	FALSE
NC_079828	1621233	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_franchetii	FALSE
NC_079834	539088	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_hirsuta	FALSE
NC_079835	198886	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_kirilowii	FALSE
NC_086646	198888	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_koreana	FALSE
NC_047353	539102	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_linifolia	FALSE
NC_079836	539103	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_linnaei	FALSE
NC_079837	198901	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_pendula	FALSE
NC_079838	1621248	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_scabrida	FALSE
NC_062052	1621251	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_stachyodes	FALSE
NC_079839	100149	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_suffruticosa	FALSE
NC_026680	198914	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_tinctoria	FALSE
NC_079840	539178	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Indigofera	Indigofera_wightii	FALSE
NC_047315	199163	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Inga_edulis	TRUE
NC_028732	486065	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Inga	Inga_leiocalycina	FALSE
NC_047336	162812	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Intsia	Intsia_bijuga	TRUE
NC_047325	301889	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Julbernardia	Julbernardia_globiflora	TRUE
NC_057454	471941	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Kennedia	Kennedia_prostrata	TRUE
NC_057459	114995	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Kotschya	Kotschya_aeschynomenoides	TRUE
NC_044114	466223	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Kummerowia	Kummerowia_striata	TRUE
NC_047373	1608033	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Labichea	Labichea_lanceolata	TRUE
NC_054310	35936	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lablab	Lablab_purpureus	TRUE
NC_027148	3855	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_clymenum	TRUE
NC_027073	313081	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_davidii	FALSE
NC_027074	457904	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_graminifolius	FALSE
NC_027149	1276776	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_inconspicuus	FALSE
NC_027075	154493	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_japonicus	FALSE
NC_027076	313097	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_littoralis	FALSE
NC_027077	1234501	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_ochroleucus	FALSE
NC_027150	3859	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_odoratus	FALSE
NC_027078	313104	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_palustris	FALSE
NC_027079	313107	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_pubescens	FALSE
NC_014063	3860	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_sativus	FALSE
NC_027151	3862	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	Lathyrus_tingitanus	FALSE
