GenBank_ID	NCBI_taxid	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species	In_default_rep_db
NC_080285	669878	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_longistylum	FALSE
NC_049102	165633	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_macranthum	FALSE
NC_077656	91198	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_macrostemon	FALSE
NC_045913	105306	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_mairei	FALSE
NC_042157	743505	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_maowenense	FALSE
NC_068792	2993538	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_michaelis	FALSE
NC_077657	165635	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_microdictyon	FALSE
NC_077658	88847	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_minus	FALSE
NC_042726	138327	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_monanthum	FALSE
NC_062084	165637	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_mongolicum	FALSE
NC_045520	931182	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_nanodes	FALSE
NC_049103	105307	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_neriniflorum	FALSE
NC_057574	74897	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_nerinifolium	FALSE
NC_057585	165640	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_nigrum	FALSE
NC_068793	2993539	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_nikolaii	FALSE
NC_037199	166816	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_obliquum	FALSE
NC_057581	669879	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ochotense	FALSE
NC_065780	743506	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_omeiense	FALSE
NC_044470	48873	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_oschaninii	FALSE
NC_062881	165645	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ovalifolium	FALSE
NC_060463	2267401	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_paepalanthoides	FALSE
NC_068794	743508	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_pallasii	FALSE
NC_039661	166818	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_paradoxum	FALSE
NC_058220	743509	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_plurifoliatum	FALSE
NC_049104	105308	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_polyrhizum	FALSE
NC_044412	165650	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_praemixtum	FALSE
NC_037432	743510	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_prattii	FALSE
NC_077659	515455	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_prostratum	FALSE
NC_046059	165651	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_przewalskianum	FALSE
NC_080286	669880	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_pseudojaponicum	FALSE
NC_044411	113213	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_pskemense	FALSE
NC_084235	105309	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ramosum	FALSE
NC_084236	48874	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_roylei	FALSE
NC_042158	743511	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_rude	FALSE
NC_068795	2056026	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_sabulosum	FALSE
NC_070336	88843	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_sacculiferum	FALSE
NC_031829	4682	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_sativum	FALSE
NC_049105	166822	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_schoenoprasoides	FALSE
NC_057575	74900	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_schoenoprasum	FALSE
NC_057580	70766	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_senescens	FALSE
NC_057584	105310	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_siculum	FALSE
NC_058221	165658	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_sikkimense	FALSE
NC_045911	105339	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_spicatum	FALSE
NC_068826	165660	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_spirale	FALSE
NC_084237	88844	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_splendens	FALSE
NC_077660	502132	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_spurium	FALSE
NC_049106	165662	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_strictum	FALSE
NC_068796	165667	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_tanguticum	FALSE
NC_070337	669881	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_taquetii	FALSE
NC_068825	165669	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_tenuissimum	FALSE
NC_080287	165670	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_teretifolium	FALSE
NC_061763	2695402	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_tetraploideum	FALSE
NC_070338	45004	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_thunbergii	FALSE
NC_057583	138334	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_tricoccum	FALSE
NC_045844	1491824	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_trifurcatum	FALSE
NC_064123	74902	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_triquetrum	FALSE
NC_044709	4683	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_tuberosum	FALSE
NC_077661	3041209	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_ulleungense	FALSE
NC_084238	113214	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_vavilovii	FALSE
NC_037240	88845	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_victorialis	FALSE
NC_065777	105311	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_wallichii	FALSE
NC_062794	931133	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_x_cepiforme	FALSE
NC_065778	1287973	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_xiangchengense	FALSE
NC_042159	743513	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Allium	Allium_xichuanense	FALSE
NC_057576	1234383	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Calostemma	Calostemma_purpureum	TRUE
NC_059569	152471	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Clivia	Clivia_gardenii	TRUE
NC_048961	16049	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Clivia	Clivia_miniata	FALSE
NC_057577	82225	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Cyrtanthus	Cyrtanthus_mackenii	TRUE
NC_057578	51450	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Gilliesia	Gilliesia_graminea	TRUE
NC_059686	2762052	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Hippeastrum	Hippeastrum_alberti	TRUE
NC_059685	679627	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Hippeastrum	Hippeastrum_sp.	FALSE
NC_059687	146439	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Hippeastrum	Hippeastrum_reticulatum	FALSE
NC_053356	214526	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Hippeastrum	Hippeastrum_rutilum	FALSE
NC_052724	231486	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Hippeastrum	Hippeastrum_vittatum	FALSE
NC_061928	112565	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lapiedra	Lapiedra_martinezii	TRUE
NC_056294	317635	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_anhuiensis	TRUE
NC_046752	152838	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_aurea	FALSE
NC_047451	267271	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_chinensis	FALSE
NC_063555	317647	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_flavescens	FALSE
NC_069836	317640	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_haywardii	FALSE
NC_061747	317646	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_houdyshelii	FALSE
NC_081018	3058092	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_hunanensis	FALSE
NC_061744	317644	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_incarnata	FALSE
NC_063563	317641	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_koreana	FALSE
NC_084293	3082772	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_longifolia	FALSE
NC_047452	272140	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_longituba	FALSE
NC_045077	228395	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_radiata	FALSE
NC_061936	317639	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_rosea	FALSE
NC_047453	108053	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_sanguinea	FALSE
NC_061745	927782	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_shaanxiensis	FALSE
NC_047454	317637	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_sprengeri	FALSE
NC_040164	112568	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_squamigera	FALSE
NC_061746	317645	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_straminea	FALSE
NC_063557	928062	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_uydoensis	FALSE
NC_063556	1306909	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Lycoris	Lycoris_x_chejuensis	FALSE
NC_039825	54855	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Narcissus	Narcissus_poeticus	TRUE
NC_063301	180152	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Nerine	Nerine_sarniensis	TRUE
NC_057582	1781601	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Nothoscordum	Nothoscordum_bonariense	TRUE
NC_063302	644807	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Pancratium	Pancratium_maritimum	TRUE
NC_061929	112578	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Strumaria	Strumaria_truncata	TRUE
NC_057555	51492	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Tulbaghia	Tulbaghia_violacea	TRUE
NC_064147	82245	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Zephyranthes	Zephyranthes_bifida	TRUE
NC_057164	82257	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Zephyranthes	Zephyranthes_candida	FALSE
NC_057554	146467	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Zephyranthes	Zephyranthes_mesochloa	FALSE
NC_059688	634078	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Zephyranthes	Zephyranthes_phycelloides	FALSE
NC_049069	99400	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Amblystegium	Amblystegium_serpens	TRUE
NC_049072	140001	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Campylium	Campylium_stellatum	TRUE
NC_049073	99398	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Cratoneuron	Cratoneuron_filicinum	TRUE
NC_049074	90272	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Drepanocladus	Drepanocladus_aduncus	TRUE
NC_049075	2779698	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Hygroamblystegium	Hygroamblystegium_humile	TRUE
NC_025668	140003	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Sanionia	Sanionia_uncinata	TRUE
NC_049076	167897	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Sarmentypnum	Sarmentypnum_exannulatum	TRUE
NC_049071	294397	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Sarmentypnum	Sarmentypnum_sarmentosum	FALSE
NC_005086	13333	Streptophyta	Magnoliopsida	Amborellales	Amborellaceae	Amborella	Amborella_trichopoda	TRUE
NC_039391	50123	Streptophyta	Magnoliopsida	Santalales	Amphorogynaceae	Dendrotrophe	Dendrotrophe_varians	TRUE
NC_047407	463673	Streptophyta	Magnoliopsida	Santalales	Amphorogynaceae	Phacellaria	Phacellaria_compressa	TRUE
NC_047408	2711274	Streptophyta	Magnoliopsida	Santalales	Amphorogynaceae	Phacellaria	Phacellaria_glomerata	FALSE
NC_077597	463674	Streptophyta	Magnoliopsida	Santalales	Amphorogynaceae	Phacellaria	Phacellaria_rigidula	FALSE
NC_035235	171929	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Anacardium	Anacardium_occidentale	TRUE
NC_058755	261998	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Astronium	Astronium_urundeuva	TRUE
NC_066047	171931	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Bouea	Bouea_macrophylla	TRUE
NC_069614	43864	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Buchanania	Buchanania_latifolia	TRUE
NC_067611	289701	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Choerospondias	Choerospondias_axillaris	TRUE
NC_054342	269719	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Cotinus	Cotinus_coggygria	TRUE
NC_067635	1540407	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Cotinus	Cotinus_nanus	FALSE
NC_067636	292731	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Cotinus	Cotinus_obovatus	FALSE
NC_067637	1540408	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Cotinus	Cotinus_szechuanensis	FALSE
NC_069618	481551	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Dobinea	Dobinea_delavayi	TRUE
NC_069619	289807	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Dobinea	Dobinea_vulgaris	FALSE
NC_069620	1592040	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Dracontomelon	Dracontomelon_duperreanum	TRUE
NC_059004	1357590	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Lannea	Lannea_coromandelica	TRUE
NC_084071	171933	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_caloneura	TRUE
NC_084070	171932	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_cochinchinensis	FALSE
NC_084069	171935	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_foetida	FALSE
NC_035239	29780	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_indica	FALSE
NC_057291	2762383	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_longipes	FALSE
NC_084068	171943	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_macrocarpa	FALSE
NC_066470	171938	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_odorata	FALSE
NC_084067	171939	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_pentandra	FALSE
NC_057290	384650	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_persiciforma	FALSE
NC_084066	1897473	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_quadrifida	FALSE
NC_066471	2976256	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_siamensis	FALSE
NC_071957	3025176	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_similis	FALSE
NC_057292	171944	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Mangifera	Mangifera_sylvatica	FALSE
NC_069615	289740	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pegia	Pegia_nitida	TRUE
NC_086667	434234	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_atlantica	TRUE
NC_046786	289741	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_chinensis	FALSE
NC_085419	434235	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_integerrima	FALSE
NC_086668	434236	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_khinjuk	FALSE
NC_034998	55513	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_vera	FALSE
NC_037471	371727	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia	Pistacia_weinmaniifolia	FALSE
NC_033535	289753	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_chinensis	TRUE
NC_085283	298662	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_glabra	FALSE
NC_049060	298668	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_integrifolia	FALSE
NC_049061	298670	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_ovata	FALSE
NC_049131	298664	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_potaninii	FALSE
NC_053824	298665	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_punjabensis	FALSE
NC_046837	255348	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Rhus	Rhus_typhina	FALSE
NC_069616	2382317	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Schinus	Schinus_lentiscifolia	TRUE
NC_043919	289766	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Sclerocarya	Sclerocarya_birrea	TRUE
NC_069613	2016423	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Searsia	Searsia_paniculata	TRUE
NC_069617	1592061	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Semecarpus	Semecarpus_reticulatus	TRUE
NC_030526	1577648	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	Spondias_bahiensis	TRUE
NC_059000	43861	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	Spondias_dulcis	FALSE
NC_035973	80338	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	Spondias_mombin	FALSE
NC_030527	991123	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	Spondias_tuberosa	FALSE
NC_068850	300207	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron	Toxicodendron_diversilobum	TRUE
NC_053916	690244	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron	Toxicodendron_griffithii	FALSE
NC_067614	269721	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron	Toxicodendron_succedaneum	FALSE
NC_046700	4013	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Toxicodendron	Toxicodendron_vernicifluum	FALSE
NC_041258	714108	Streptophyta	Magnoliopsida	Caryophyllales	Ancistrocladaceae	Ancistrocladus	Ancistrocladus_tectorius	TRUE
NC_070057	2994948	Streptophyta	Andreaeopsida	Andreaeales	Andreaeaceae	Andreaea	Andreaea_regularis	TRUE
NC_065838	12940	Streptophyta	Polypodiopsida	Schizaeales	Anemiaceae	Anemia	Anemia_phyllitidis	TRUE
NC_082503	414042	Streptophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Aneura	Aneura_maxima	TRUE
NC_010359	280810	Streptophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Aneura	Aneura_mirabilis	FALSE
NC_035617	39026	Streptophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Aneura	Aneura_pinguis	FALSE
NC_070234	1370097	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Alphonsea	Alphonsea_hainanensis	TRUE
NC_066644	235715	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Anaxagorea	Anaxagorea_javanica	TRUE
NC_030166	49314	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_cherimola	TRUE
NC_066643	49857	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_montana	FALSE
NC_070222	301699	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_mucosa	FALSE
NC_052008	13337	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_muricata	FALSE
NC_052009	301862	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_reticulata	FALSE
NC_070223	301693	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_squamosa	FALSE
NC_070224	169284	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Annona	Annona_x_atemoya	FALSE
NC_063554	225833	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Artabotrys	Artabotrys_hexapetalus	TRUE
NC_063521	2651896	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Artabotrys	Artabotrys_pilosus	FALSE
NC_060837	13393	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Cananga	Cananga_odorata	TRUE
NC_070236	1179221	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Desmos	Desmos_chinensis	TRUE
NC_070218	453234	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Fissistigma	Fissistigma_oldhamii	TRUE
NC_070225	553657	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Goniothalamus	Goniothalamus_tamirensis	TRUE
NC_042164	235734	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Greenwayodendron	Greenwayodendron_suaveolens	TRUE
NC_087627	235797	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Huberantha	Huberantha_cerasoides	TRUE
NC_043867	1267433	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Meiogyne	Meiogyne_hainanensis	TRUE
NC_062046	2907235	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Miliusa	Miliusa_glochidioides	TRUE
NC_088459	1489755	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Mitrephora	Mitrephora_tomentosa	TRUE
NC_070219	2027494	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Monanthotaxis	Monanthotaxis_ambrensis	TRUE
NC_061552	1310099	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Monoon	Monoon_laui	TRUE
NC_085150	306925	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_asbeckii	TRUE
NC_085149	2883986	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_guianensis	FALSE
NC_085148	306927	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_laurifolia	FALSE
NC_084399	306928	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_longipetala	FALSE
NC_084398	306929	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_macrophylla	FALSE
NC_085147	2883987	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_martiana	FALSE
NC_085151	306931	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Oxandra	Oxandra_polyantha	FALSE
NC_062666	105757	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Polyalthia	Polyalthia_suberosa	TRUE
NC_088523	235825	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Pseudoxandra	Pseudoxandra_lucida	TRUE
NC_088524	306912	Streptophyta	Magnoliopsida	Magnoliales	Annonaceae	Pseudoxandra	Pseudoxandra_spiritus-sancti	FALSE
